"ProbeSet Name","HR_14.42l.CEL","p-value (HR_14.42l.CEL)","Detection (HR_14.42l.CEL)","HR_14.42f.CEL","p-value (HR_14.42f.CEL)","Detection (HR_14.42f.CEL)","HR_14.42g.CEL","p-value (HR_14.42g.CEL)","Detection (HR_14.42g.CEL)","HR_14.42h.CEL","p-value (HR_14.42h.CEL)","Detection (HR_14.42h.CEL)","HR_14.42i.CEL","p-value (HR_14.42i.CEL)","Detection (HR_14.42i.CEL)","HR_14.42j.CEL","p-value (HR_14.42j.CEL)","Detection (HR_14.42j.CEL)","HR_14.42k.CEL","p-value (HR_14.42k.CEL)","Detection (HR_14.42k.CEL)"
"cel-let-7_st","11.77906","8.72E-16","TRUE","12.61463","8.72E-16","TRUE","12.67376","8.72E-16","TRUE","12.53231","8.72E-16","TRUE","11.39256","8.72E-16","TRUE","11.77687","8.72E-16","TRUE","11.98882","8.72E-16","TRUE"
"cel-let-7-star_st","0.9546498","0.9814032","FALSE","0.987872","0.9677346","FALSE","1.163099","0.8665322","FALSE","1.189481","0.6359468","FALSE","1.042352","0.8419684","FALSE","2.079964","0.04795872","TRUE","1.501668","0.5094264","FALSE"
"cel-lin-4_st","1.060756","0.8827051","FALSE","1.054507","0.7091434","FALSE","1.424492","0.5680247","FALSE","1.172629","0.9186287","FALSE","1.166564","0.448502","FALSE","1.075762","0.9452673","FALSE","0.9588891","0.6994193","FALSE"
"cel-lin-4-star_st","2.657351","0.1132034","FALSE","2.264691","0.4782493","FALSE","3.713995","0.06368085","FALSE","2.450228","0.2428648","FALSE","1.477579","0.5292397","FALSE","5.14167","0.000356179","TRUE","3.040715","0.06787156","FALSE"
"cel-miR-1_st","1.629727","0.365442","FALSE","1.280256","0.3340966","FALSE","1.276077","0.3568964","FALSE","1.397116","0.4042777","FALSE","1.351959","0.86013","FALSE","1.053669","0.7099962","FALSE","1.194778","0.7713013","FALSE"
"cel-miR-2_st","1.004383","0.9929722","FALSE","1.296032","0.6003132","FALSE","2.062167","0.1036738","FALSE","1.208305","0.7702507","FALSE","1.390053","0.7548193","FALSE","1.819179","0.5218915","FALSE","1.05993","0.7807114","FALSE"
"cel-miR-34_st","3.681742","7.77E-06","TRUE","2.440988","0.05797634","TRUE","2.102659","0.272453","FALSE","2.97491","0.006902115","TRUE","2.178966","0.07951939","FALSE","1.635509","0.9184963","FALSE","2.711234","0.006803399","TRUE"
"cel-miR-34-star_st","2.708271","0.08737071","FALSE","4.09152","0.02231966","TRUE","4.778846","0.002918788","TRUE","4.254734","0.006356875","TRUE","2.279294","0.5118499","FALSE","7.726409","1.70E-11","TRUE","4.506424","0.000385998","TRUE"
"cel-miR-35_st","1.050049","0.7130794","FALSE","0.8964028","0.9805123","FALSE","1.152678","0.9933487","FALSE","1.198417","0.8624704","FALSE","1.506649","0.3450415","FALSE","1.04682","0.9993047","FALSE","1.308986","0.8427137","FALSE"
"cel-miR-36_st","1.180885","0.4579362","FALSE","1.330014","0.219319","FALSE","1.423096","0.5152444","FALSE","1.541172","0.0353878","TRUE","1.620327","0.2023989","FALSE","1.215042","0.7264081","FALSE","1.413445","0.4966045","FALSE"
"cel-miR-37-star_st","1.736016","0.5687836","FALSE","1.600017","0.5723611","FALSE","2.794377","0.317938","FALSE","1.616056","0.8391914","FALSE","2.181876","0.3687879","FALSE","1.851787","0.8926909","FALSE","1.837159","0.7048351","FALSE"
"cel-miR-37_st","1.55839","0.1170482","FALSE","1.396794","0.4781306","FALSE","1.311148","0.8701383","FALSE","1.472783","0.3617218","FALSE","1.776184","0.2834053","FALSE","1.219005","0.9065081","FALSE","1.067779","0.9034581","FALSE"
"cel-miR-38_st","3.294596","0.000368792","TRUE","1.868497","0.2767737","FALSE","1.957646","0.06320453","FALSE","1.795241","0.1211415","FALSE","1.805965","0.1349449","FALSE","1.54983","0.8448384","FALSE","2.163136","0.04628282","TRUE"
"cel-miR-39_st","1.319866","0.9319423","FALSE","1.317742","0.8078513","FALSE","1.234884","0.9874579","FALSE","1.515779","0.8062884","FALSE","1.86101","0.5448986","FALSE","1.037811","0.9910352","FALSE","1.477906","0.6026828","FALSE"
"cel-miR-40_st","2.468978","0.01672798","TRUE","1.90436","0.2514941","FALSE","1.769984","0.2498575","FALSE","1.092161","0.5565118","FALSE","1.595145","0.4256413","FALSE","1.306033","0.7553861","FALSE","1.866699","0.1396218","FALSE"
"cel-miR-41_st","1.586825","0.2828073","FALSE","1.436059","0.4196696","FALSE","1.210748","0.5686035","FALSE","1.292123","0.7790986","FALSE","1.290625","0.8317394","FALSE","0.9953358","0.9733086","FALSE","1.204575","0.8243214","FALSE"
"cel-miR-42-star_st","1.10717","0.8892562","FALSE","0.9578956","0.7201819","FALSE","0.8883323","0.7799062","FALSE","1.365206","0.5653901","FALSE","1.344958","0.5121026","FALSE","0.9193412","0.9994835","FALSE","1.231554","0.6152194","FALSE"
"cel-miR-42_st","1.13776","0.5787507","FALSE","1.330014","0.4635453","FALSE","1.150686","0.9653872","FALSE","1.300841","0.4017432","FALSE","1.237106","0.690555","FALSE","1.13529","0.9731592","FALSE","0.9720999","0.8404345","FALSE"
"cel-miR-43_st","1.578299","0.3580311","FALSE","1.352434","0.7864831","FALSE","1.408064","0.8669657","FALSE","1.376516","0.7016032","FALSE","1.3465","0.6260384","FALSE","1.482018","0.6410736","FALSE","1.298748","0.7183583","FALSE"
"cel-miR-44_st","1.720624","0.3605317","FALSE","1.616886","0.2579913","FALSE","1.817702","0.1458838","FALSE","1.695938","0.07906315","FALSE","1.88635","0.2888579","FALSE","1.162811","0.7995264","FALSE","1.699746","0.1474495","FALSE"
"cel-miR-45_st","1.449501","0.2853401","FALSE","1.655053","0.1244438","FALSE","1.424976","0.4224197","FALSE","1.606238","0.2531694","FALSE","1.505011","0.4976038","FALSE","1.299133","0.6496406","FALSE","1.585453","0.2030486","FALSE"
"cel-miR-46-star_st","1.15298","0.9774895","FALSE","1.01469","0.9549425","FALSE","1.046501","0.9565217","FALSE","1.176744","0.9398152","FALSE","1.57123","0.427512","FALSE","0.9867243","0.9898689","FALSE","0.9848328","0.9917218","FALSE"
"cel-miR-46_st","1.303557","0.9859033","FALSE","1.281726","0.966378","FALSE","1.094101","0.9938119","FALSE","1.103628","0.9470783","FALSE","1.529034","0.7678578","FALSE","1.348074","0.7269834","FALSE","1.256654","0.8017293","FALSE"
"cel-miR-47-star_st","1.914404","0.08904749","FALSE","1.819869","0.127178","FALSE","1.526005","0.4323855","FALSE","1.55587","0.4478255","FALSE","2.233484","0.1150532","FALSE","1.267865","0.8022894","FALSE","1.194685","0.3565817","FALSE"
"cel-miR-47_st","1.257921","0.8364606","FALSE","1.436059","0.5239601","FALSE","1.16367","0.8803524","FALSE","1.279792","0.7456387","FALSE","1.238475","0.8012736","FALSE","1.189294","0.9894565","FALSE","1.162681","0.6813633","FALSE"
"cel-miR-48_st","1.79264","0.5227861","FALSE","1.770112","0.4532717","FALSE","1.524153","0.9906442","FALSE","2.01561","0.3982469","FALSE","1.342934","0.8692198","FALSE","1.400683","0.9990784","FALSE","1.319845","0.9675099","FALSE"
"cel-miR-48-star_st","2.812476","0.08336946","FALSE","1.736794","0.553908","FALSE","3.253906","0.06344964","FALSE","1.724278","0.3719711","FALSE","1.852609","0.641338","FALSE","4.410729","0.005797141","TRUE","2.892769","0.008682895","TRUE"
"cel-miR-49_st","5.056148","5.18E-10","TRUE","3.648845","0.000397817","TRUE","3.389204","0.002291804","TRUE","3.827693","0.00029074","TRUE","2.235218","0.07127082","FALSE","2.317035","0.5090985","FALSE","4.893462","3.34E-07","TRUE"
"cel-miR-50_st","1.000832","0.9891167","FALSE","1.353572","0.5700562","FALSE","1.127506","0.8901687","FALSE","1.196961","0.9385949","FALSE","1.048818","0.9993654","FALSE","1.124518","0.9528961","FALSE","1.329633","0.4366199","FALSE"
"cel-miR-51_st","1.920336","0.06896147","FALSE","1.93028","0.02861659","TRUE","1.593334","0.08470175","FALSE","1.735199","0.04252863","TRUE","2.437965","0.01182881","TRUE","2.758279","0.002100869","TRUE","1.298748","0.3326719","FALSE"
"cel-miR-51-star_st","2.381388","0.01373655","TRUE","2.718752","0.009209531","TRUE","2.316108","0.2047007","FALSE","3.009193","0.002539897","TRUE","3.322503","0.04216192","TRUE","1.983209","0.8494437","FALSE","4.002037","3.65E-05","TRUE"
"cel-miR-52_st","1.589119","0.3877629","FALSE","1.262218","0.7891178","FALSE","1.598694","0.7054711","FALSE","1.236886","0.6759728","FALSE","1.696182","0.4693545","FALSE","1.654041","0.7018098","FALSE","2.184763","0.178702","FALSE"
"cel-miR-53_st","1.241238","0.2372583","FALSE","2.148373","0.110784","FALSE","1.083914","0.9767008","FALSE","1.176744","0.7222062","FALSE","1.230071","0.8479376","FALSE","2.073119","0.5510868","FALSE","1.289891","0.9033776","FALSE"
"cel-miR-54_st","1.575073","0.001832254","TRUE","1.571223","0.000132894","TRUE","1.578783","0.000215896","TRUE","1.564839","0.000179669","TRUE","1.88635","0.000178074","TRUE","1.318328","0.04018819","TRUE","1.696407","0.000442656","TRUE"
"cel-miR-55_st","1.170886","0.9276677","FALSE","1.433716","0.7391256","FALSE","1.258243","0.9507867","FALSE","1.341131","0.5063756","FALSE","1.20622","0.8074701","FALSE","1.147703","0.9683493","FALSE","1.087747","0.9977733","FALSE"
"cel-miR-56-star_st","1.206859","0.7203833","FALSE","1.50665","0.3976131","FALSE","1.651597","0.3371577","FALSE","1.08789","0.7155466","FALSE","1.41858","0.5286392","FALSE","0.8936321","0.999788","FALSE","1.147397","0.9155793","FALSE"
"cel-miR-56_st","1.083101","0.9518644","FALSE","1.330014","0.9667558","FALSE","1.293094","0.9204374","FALSE","1.093112","0.8178698","FALSE","1.397192","0.3321523","FALSE","1.384658","0.9284015","FALSE","1.674091","0.340011","FALSE"
"cel-miR-57_st","1.836639","0.2409339","FALSE","1.4419","0.3305452","FALSE","1.414616","0.6329477","FALSE","1.569787","0.3033845","FALSE","1.097629","0.648824","FALSE","1.096456","0.9979421","FALSE","1.25722","0.6966442","FALSE"
"cel-miR-58-star_st","1.270212","0.6284769","FALSE","1.651441","0.2243889","FALSE","1.673368","0.3724449","FALSE","1.816671","0.188357","FALSE","2.202066","0.1531921","FALSE","4.226082","1.07E-06","TRUE","2.599626","0.0225278","TRUE"
"cel-miR-58_st","2.269048","0.04442666","TRUE","1.289526","0.8662099","FALSE","1.619189","0.2013882","FALSE","1.887849","0.2085865","FALSE","2.818302","0.03410475","TRUE","1.836403","0.04723089","TRUE","1.95984","0.02234667","TRUE"
"cel-miR-59-star_st","1.373995","0.5642366","FALSE","1.087099","0.275299","FALSE","1.609472","0.1109651","FALSE","1.414864","0.101952","FALSE","1.152108","0.6197461","FALSE","1.140684","0.3737784","FALSE","1.266782","0.2448494","FALSE"
"cel-miR-59_st","1.361213","0.6404123","FALSE","1.306696","0.7342411","FALSE","1.389264","0.7289103","FALSE","1.111721","0.6952402","FALSE","2.148679","0.4221877","FALSE","0.9373491","0.9992862","FALSE","1.307106","0.6333532","FALSE"
"cel-miR-60-star_st","1.850552","0.3192395","FALSE","2.268433","0.032797","TRUE","1.726396","0.2877491","FALSE","1.980114","0.01447532","TRUE","2.211646","0.06207345","FALSE","1.452097","0.5430663","FALSE","2.29927","0.02888809","TRUE"
"cel-miR-60_st","1.304975","0.745786","FALSE","1.260479","0.5973364","FALSE","1.241321","0.1496311","FALSE","1.326846","0.4838158","FALSE","1.760358","0.218303","FALSE","1.380693","0.1359059","FALSE","1.568281","0.03105905","TRUE"
"cel-miR-61-star_st","1.748396","0.5820929","FALSE","1.436059","0.571403","FALSE","2.616213","0.09383675","FALSE","1.777602","0.3096744","FALSE","1.622062","0.2090555","FALSE","1.566619","0.7304923","FALSE","2.190493","0.02858105","TRUE"
"cel-miR-61_st","1.555396","0.1613623","FALSE","1.243065","0.1575156","FALSE","1.414736","0.2602796","FALSE","1.600545","0.0579868","TRUE","2.140328","0.1285829","FALSE","2.401182","0.001851879","TRUE","1.136344","0.4741162","FALSE"
"cel-miR-62_st","1.245633","0.8633776","FALSE","1.155752","0.9183804","FALSE","0.9257211","0.9816891","FALSE","1.034453","0.9402105","FALSE","1.482932","0.5819452","FALSE","1.145764","0.8626281","FALSE","1.345519","0.6818223","FALSE"
"cel-miR-63-star_st","1.405538","0.03858941","TRUE","1.436059","0.1120177","FALSE","1.37221","0.1670159","FALSE","1.349687","0.1267095","FALSE","1.682277","0.1659696","FALSE","0.9955926","0.5430779","FALSE","1.073808","0.3851333","FALSE"
"cel-miR-63_st","1.543661","0.2719138","FALSE","1.052056","0.6806055","FALSE","1.19243","0.2340953","FALSE","1.003665","0.3927112","FALSE","1.374512","0.2304217","FALSE","1.145068","0.7219623","FALSE","1.075185","0.2663923","FALSE"
"cel-miR-64_st","1.265406","0.3200619","FALSE","1.352789","0.2189659","FALSE","1.51676","0.06905451","FALSE","1.506295","0.1791888","FALSE","1.469696","0.1566225","FALSE","1.149474","0.7165259","FALSE","1.204575","0.3603405","FALSE"
"cel-miR-64-star_st","1.549201","0.6363696","FALSE","1.330014","0.7273198","FALSE","1.873199","0.6655622","FALSE","1.673148","0.5109916","FALSE","1.089471","0.9716066","FALSE","1.62024","0.9245163","FALSE","1.588745","0.4522112","FALSE"
"cel-miR-65_st","1.393157","0.6523519","FALSE","1.370142","0.2154516","FALSE","1.377033","0.5233327","FALSE","1.363893","0.4873589","FALSE","1.411928","0.684077","FALSE","1.472934","0.9521636","FALSE","1.459971","0.4996393","FALSE"
"cel-miR-65-star_st","1.13776","0.9592066","FALSE","1.558896","0.7061929","FALSE","1.466173","0.9003879","FALSE","1.246423","0.9325055","FALSE","1.342107","0.8597297","FALSE","3.587944","0.2414974","FALSE","1.718206","0.8366431","FALSE"
"cel-miR-66_st","1.227166","0.7075531","FALSE","1.922201","0.04864806","TRUE","1.646413","0.2953383","FALSE","1.520729","0.1549437","FALSE","1.88635","0.1443707","FALSE","1.070217","0.8995183","FALSE","1.496484","0.3608634","FALSE"
"cel-miR-67_st","1.449873","0.4898208","FALSE","0.7976453","0.9938595","FALSE","0.9250267","0.9174163","FALSE","1.18178","0.3728837","FALSE","1.969752","0.1026525","FALSE","1.065292","0.8532062","FALSE","1.204575","0.8545631","FALSE"
"cel-miR-70_st","1.118064","0.991019","FALSE","1.234091","0.8939804","FALSE","1.290592","0.9275405","FALSE","1.279861","0.6670808","FALSE","1.268628","0.964061","FALSE","1.352923","0.8181534","FALSE","1.086283","0.9601565","FALSE"
"cel-miR-71_st","1.42336","0.7503279","FALSE","1.330014","0.7689443","FALSE","1.163099","0.9652563","FALSE","1.182951","0.7478376","FALSE","1.366794","0.7122262","FALSE","1.119645","0.9720504","FALSE","1.304208","0.600458","FALSE"
"cel-miR-71-star_st","1.13963","0.8639344","FALSE","1.172947","0.7141765","FALSE","0.8623035","0.9640738","FALSE","1.296048","0.5063319","FALSE","1.450243","0.4176249","FALSE","1.476443","0.2126804","FALSE","1.001671","0.8743314","FALSE"
"cel-miR-72_st","4.372935","1.02E-05","TRUE","5.514737","2.46E-14","TRUE","5.084917","9.51E-11","TRUE","5.516915","8.56E-12","TRUE","4.282293","1.89E-05","TRUE","3.461717","0.00144685","TRUE","4.683528","1.47E-07","TRUE"
"cel-miR-73_st","2.005027","0.1051904","FALSE","1.35789","0.4829795","FALSE","1.341643","0.7736266","FALSE","1.820276","0.07392306","FALSE","1.914226","0.1563536","FALSE","1.245414","0.8970256","FALSE","2.392686","0.06427424","FALSE"
"cel-miR-74_st","1.631059","0.3543456","FALSE","1.328959","0.7458571","FALSE","1.658985","0.3837927","FALSE","1.365373","0.4195377","FALSE","1.699542","0.6485793","FALSE","1.273524","0.8618284","FALSE","1.893146","0.1706459","FALSE"
"cel-miR-75-star_st","1.319309","0.3533554","FALSE","1.676065","0.3150846","FALSE","0.9273135","0.8648123","FALSE","1.045431","0.9722952","FALSE","1.278355","0.8779364","FALSE","0.8291658","0.9957092","FALSE","1.176813","0.8188282","FALSE"
"cel-miR-75_st","2.273633","0.09225625","FALSE","1.430512","0.1311774","FALSE","2.50586","0.009423844","TRUE","2.208819","0.03865274","TRUE","1.840495","0.1437751","FALSE","4.084551","3.39E-05","TRUE","2.319826","0.04962838","TRUE"
"cel-miR-76_st","1.1262","0.7500032","FALSE","1.134067","0.7866768","FALSE","0.9450982","0.8906333","FALSE","1.215819","0.5255216","FALSE","1.192221","0.8016458","FALSE","1.08835","0.9145124","FALSE","1.000305","0.6608402","FALSE"
"cel-miR-77_st","1.051387","0.9518185","FALSE","0.9901316","0.9234747","FALSE","1.280146","0.879595","FALSE","1.244038","0.7497531","FALSE","1.386794","0.449259","FALSE","2.244707","0.04146181","TRUE","1.210504","0.8404315","FALSE"
"cel-miR-78_st","1.881556","0.06856211","FALSE","2.280094","0.06425782","FALSE","2.116336","0.05400217","TRUE","2.208819","0.08387782","FALSE","3.522605","0.003287259","TRUE","1.310549","0.8641128","FALSE","1.943331","0.06175409","FALSE"
"cel-miR-79_st","1.236276","0.7841212","FALSE","1.172115","0.9086969","FALSE","1.436902","0.5113587","FALSE","1.05374","0.7918665","FALSE","1.081202","0.8201126","FALSE","0.9661283","0.9338095","FALSE","1.086638","0.7482043","FALSE"
"cel-miR-227_st","1.67381","0.3034213","FALSE","1.665869","0.3527447","FALSE","1.31839","0.4890045","FALSE","1.631403","0.1631635","FALSE","1.431163","0.2959278","FALSE","1.406308","0.2462493","FALSE","1.80642","0.06249986","FALSE"
"cel-miR-80_st","1.54218","0.4498041","FALSE","1.065368","0.9729527","FALSE","1.414153","0.8343211","FALSE","1.180897","0.9173363","FALSE","1.670873","0.7688013","FALSE","1.020736","0.9906114","FALSE","1.492275","0.4839871","FALSE"
"cel-miR-81-star_st","1.294401","0.849463","FALSE","1.012771","0.9901498","FALSE","1.116143","0.9534871","FALSE","1.097101","0.9035255","FALSE","1.194959","0.7011617","FALSE","1.023909","0.9930456","FALSE","1.129999","0.9710059","FALSE"
"cel-miR-81_st","1.303716","0.4673628","FALSE","1.587845","0.3886344","FALSE","1.088079","0.6391363","FALSE","0.9640885","0.5004947","FALSE","1.712592","0.3987976","FALSE","0.9850231","0.8402497","FALSE","1.039536","0.9923831","FALSE"
"cel-miR-82_st","2.16462","0.01726529","TRUE","2.107634","0.008900862","TRUE","1.911519","0.03258705","TRUE","2.186491","0.003577745","TRUE","3.473408","0.000510217","TRUE","1.71839","0.3286108","FALSE","2.206619","0.05638634","TRUE"
"cel-miR-83_st","2.491223","0.002113193","TRUE","2.507338","0.000329603","TRUE","2.149726","0.000149312","TRUE","2.331245","0.000132351","TRUE","2.102165","0.02055361","TRUE","1.680484","0.01963565","TRUE","1.95984","0.002012512","TRUE"
"cel-miR-84_st","1.163003","0.2180333","FALSE","1.638502","0.02588394","TRUE","1.010317","0.07134565","FALSE","1.267949","0.1526603","FALSE","1.506649","0.1387996","FALSE","0.9577347","0.592265","FALSE","1.204575","0.1428757","FALSE"
"cel-miR-84-star_st","1.440548","0.04888536","TRUE","1.583774","0.05176067","TRUE","1.439517","0.07326928","FALSE","1.570306","0.1126175","FALSE","1.494238","0.08784252","FALSE","1.579419","0.07030675","FALSE","1.328046","0.06655268","FALSE"
"cel-miR-85_st","1.434675","0.1031439","FALSE","1.330014","0.05233354","TRUE","1.433283","0.0414956","TRUE","1.343725","0.07542203","FALSE","1.506649","0.04186033","TRUE","1.208302","0.2337449","FALSE","1.138985","0.133688","FALSE"
"cel-miR-86_st","1.390128","0.6731998","FALSE","4.421426","3.21E-06","TRUE","3.135224","0.001193053","TRUE","5.045021","9.16E-10","TRUE","1.299224","0.8336091","FALSE","2.219963","0.06194307","FALSE","1.863277","0.1892115","FALSE"
"cel-miR-87_st","1.180006","0.9400508","FALSE","1.202326","0.4983676","FALSE","1.308437","0.7097816","FALSE","1.09986","0.968847","FALSE","1.088334","0.8502123","FALSE","0.8717192","0.999227","FALSE","1.116668","0.9632728","FALSE"
"cel-miR-90_st","2.184747","0.04747536","TRUE","2.651948","0.004841989","TRUE","2.040697","0.05216532","TRUE","2.238795","0.01176926","TRUE","2.863713","0.007308972","TRUE","2.049215","0.07425991","FALSE","1.204575","0.467914","FALSE"
"hsa-let-7a_st","11.89997","8.72E-16","TRUE","12.64905","8.72E-16","TRUE","12.71237","8.72E-16","TRUE","12.58629","8.72E-16","TRUE","11.95975","8.72E-16","TRUE","11.86008","8.72E-16","TRUE","12.00485","8.72E-16","TRUE"
"hsa-let-7a-star_st","1.184502","0.1868748","FALSE","1.306621","0.4942413","FALSE","1.156599","0.2492341","FALSE","1.382228","0.1626353","FALSE","1.435555","0.403469","FALSE","1.633281","0.00145923","TRUE","1.502186","0.1430473","FALSE"
"hsa-let-7a-2-star_st","1.90996","0.1792564","FALSE","2.803876","0.003406946","TRUE","3.468224","0.002207419","TRUE","3.037739","0.003544227","TRUE","1.395254","0.7986484","FALSE","6.763444","1.46E-11","TRUE","2.212626","0.05815727","TRUE"
"hsa-let-7b_st","14.32512","8.72E-16","TRUE","14.13105","8.72E-16","TRUE","14.12214","8.72E-16","TRUE","14.10213","8.72E-16","TRUE","14.40656","8.72E-16","TRUE","14.32724","8.72E-16","TRUE","14.36523","8.72E-16","TRUE"
"hsa-let-7b-star_st","4.800613","1.90E-07","TRUE","6.057004","9.53E-14","TRUE","5.915886","1.36E-14","TRUE","5.750394","1.52E-12","TRUE","3.671074","2.51E-05","TRUE","6.941882","8.72E-16","TRUE","6.308038","3.81E-14","TRUE"
"hsa-let-7c_st","14.09453","8.72E-16","TRUE","14.40845","8.72E-16","TRUE","14.38173","8.72E-16","TRUE","14.31456","8.72E-16","TRUE","13.4012","8.72E-16","TRUE","14.08195","8.72E-16","TRUE","14.06194","8.72E-16","TRUE"
"hsa-let-7c-star_st","1.501517","0.06423754","FALSE","2.687815","0.008609426","TRUE","1.636035","0.1763977","FALSE","1.832643","0.01132129","TRUE","2.830793","0.005527967","TRUE","1.681904","0.3331421","FALSE","1.373325","0.07053578","FALSE"
"hsa-let-7d_st","13.08914","8.72E-16","TRUE","13.39112","8.72E-16","TRUE","13.3819","8.72E-16","TRUE","13.29881","8.72E-16","TRUE","13.34997","8.72E-16","TRUE","13.1209","8.72E-16","TRUE","13.123","8.72E-16","TRUE"
"hsa-let-7d-star_st","6.464485","9.23E-12","TRUE","6.287809","1.59E-15","TRUE","6.426404","2.19E-14","TRUE","6.137363","1.86E-13","TRUE","5.250548","1.24E-07","TRUE","6.851999","2.90E-15","TRUE","6.257164","2.10E-14","TRUE"
"hsa-let-7e_st","11.98223","8.72E-16","TRUE","11.88686","8.72E-16","TRUE","12.00855","8.72E-16","TRUE","12.03101","8.72E-16","TRUE","12.75817","8.72E-16","TRUE","12.00649","8.72E-16","TRUE","12.03447","8.72E-16","TRUE"
"hsa-let-7e-star_st","2.19384","0.7001096","FALSE","2.840768","0.01996286","TRUE","3.292933","0.005892298","TRUE","2.996261","0.01352329","TRUE","3.207461","0.1963989","FALSE","5.925312","8.51E-10","TRUE","3.069127","0.00075854","TRUE"
"hsa-let-7f_st","8.003432","9.48E-16","TRUE","8.775301","9.48E-16","TRUE","8.831623","9.48E-16","TRUE","8.850628","9.48E-16","TRUE","5.511272","2.15E-08","TRUE","5.569764","5.72E-15","TRUE","8.312077","9.48E-16","TRUE"
"hsa-let-7f-1-star_st","1.70044","0.1603251","FALSE","3.594224","0.000138492","TRUE","3.127267","0.000573495","TRUE","2.954177","0.001089144","TRUE","2.035323","0.07983821","FALSE","5.119272","1.12E-08","TRUE","2.522954","0.003096186","TRUE"
"hsa-let-7f-2-star_st","1.574326","0.664345","FALSE","1.261181","0.4686633","FALSE","1.771919","0.3010956","FALSE","1.284659","0.8012897","FALSE","1.376229","0.6734537","FALSE","4.393476","1.64E-06","TRUE","1.813395","0.1936888","FALSE"
"hsa-miR-15a_st","7.42744","8.72E-16","TRUE","8.186245","8.72E-16","TRUE","8.009293","8.72E-16","TRUE","8.056684","8.72E-16","TRUE","5.808239","1.61E-06","TRUE","5.929065","1.81E-11","TRUE","7.02804","8.72E-16","TRUE"
"hsa-miR-15a-star_st","1.856266","0.1911394","FALSE","4.240125","8.21E-05","TRUE","2.533152","0.02711935","TRUE","2.642602","0.03462522","TRUE","1.858727","0.4250582","FALSE","2.690953","0.1704068","FALSE","2.868098","0.00724216","TRUE"
"hsa-miR-16_st","12.97842","8.72E-16","TRUE","13.41666","8.72E-16","TRUE","12.97045","8.72E-16","TRUE","13.2511","8.72E-16","TRUE","11.30667","8.72E-16","TRUE","12.60935","8.72E-16","TRUE","12.6147","8.72E-16","TRUE"
"hsa-miR-16-1-star_st","5.69554","8.92E-12","TRUE","3.793284","7.59E-07","TRUE","3.857877","5.34E-06","TRUE","4.872567","1.16E-08","TRUE","4.971662","6.75E-08","TRUE","5.140943","5.01E-08","TRUE","4.566946","3.83E-08","TRUE"
"hsa-miR-17_st","12.25293","8.72E-16","TRUE","12.01469","8.72E-16","TRUE","11.7086","8.72E-16","TRUE","11.84899","8.72E-16","TRUE","12.56426","8.72E-16","TRUE","12.26427","8.72E-16","TRUE","12.08273","8.72E-16","TRUE"
"hsa-miR-17-star_st","6.248792","3.68E-12","TRUE","6.375849","8.72E-16","TRUE","6.07213","9.57E-15","TRUE","6.365041","1.86E-13","TRUE","7.256732","8.72E-16","TRUE","5.175157","5.59E-09","TRUE","6.024485","1.94E-13","TRUE"
"hsa-miR-18a_st","10.96176","8.72E-16","TRUE","10.14569","8.72E-16","TRUE","9.55883","8.72E-16","TRUE","10.04474","8.72E-16","TRUE","10.55512","8.72E-16","TRUE","10.65745","8.72E-16","TRUE","10.28408","8.72E-16","TRUE"
"hsa-miR-18a-star_st","5.20889","8.66E-06","TRUE","5.655404","6.71E-09","TRUE","5.157948","4.44E-06","TRUE","5.511012","2.16E-07","TRUE","5.765954","1.62E-05","TRUE","4.906058","0.00051461","TRUE","4.512534","0.000145621","TRUE"
"hsa-miR-19a-star_st","1.113053","0.5093042","FALSE","1.10501","0.375724","FALSE","1.153551","0.4949851","FALSE","1.195796","0.3746769","FALSE","1.34635","0.204079","FALSE","1.190865","0.5640506","FALSE","1.298748","0.4356199","FALSE"
"hsa-miR-19a_st","4.405327","9.24E-06","TRUE","5.123753","1.58E-09","TRUE","4.157897","1.99E-06","TRUE","5.159215","7.40E-12","TRUE","1.78578","0.1762056","FALSE","1.73177","0.4284965","FALSE","4.412896","1.42E-07","TRUE"
"hsa-miR-19b-1-star_st","1.379246","0.7278859","FALSE","2.169376","0.2129493","FALSE","1.573991","0.5107798","FALSE","1.306382","0.644118","FALSE","1.370279","0.5143748","FALSE","1.355345","0.702986","FALSE","1.088527","0.7554625","FALSE"
"hsa-miR-19b_st","9.878822","8.72E-16","TRUE","10.29675","8.72E-16","TRUE","10.00668","8.72E-16","TRUE","10.39021","8.72E-16","TRUE","7.731794","2.90E-13","TRUE","8.570759","8.72E-16","TRUE","9.654659","8.72E-16","TRUE"
"hsa-miR-19b-2-star_st","1.176408","0.9522517","FALSE","0.9703615","0.9406887","FALSE","1.329426","0.8321236","FALSE","1.264749","0.9071686","FALSE","1.156067","0.9194936","FALSE","1.170948","0.9723902","FALSE","1.042663","0.9650746","FALSE"
"hsa-miR-20a_st","11.88757","8.72E-16","TRUE","11.9588","8.72E-16","TRUE","11.67654","8.72E-16","TRUE","11.81546","8.72E-16","TRUE","9.89007","8.72E-16","TRUE","11.62456","8.72E-16","TRUE","11.73602","8.72E-16","TRUE"
"hsa-miR-20a-star_st","1.572458","0.420241","FALSE","0.8951485","0.9451781","FALSE","1.211878","0.8813962","FALSE","1.174431","0.8155653","FALSE","1.137347","0.8906041","FALSE","0.9484422","0.9757028","FALSE","1.469514","0.5609514","FALSE"
