"ProbeSet Name","HR_14.42l.CEL","p-value (HR_14.42l.CEL)","Detection (HR_14.42l.CEL)","HR_14.42f.CEL","p-value (HR_14.42f.CEL)","Detection (HR_14.42f.CEL)","HR_14.42g.CEL","p-value (HR_14.42g.CEL)","Detection (HR_14.42g.CEL)","HR_14.42h.CEL","p-value (HR_14.42h.CEL)","Detection (HR_14.42h.CEL)","HR_14.42i.CEL","p-value (HR_14.42i.CEL)","Detection (HR_14.42i.CEL)","HR_14.42j.CEL","p-value (HR_14.42j.CEL)","Detection (HR_14.42j.CEL)","HR_14.42k.CEL","p-value (HR_14.42k.CEL)","Detection (HR_14.42k.CEL)"
"ppt-miR395_st","1.700439","0.2298353","FALSE","3.367868","0.005473658","TRUE","2.508234","0.04678574","TRUE","3.27829","0.000850646","TRUE","2.154391","0.1720611","FALSE","1.542757","0.7695928","FALSE","1.718206","0.07853917","FALSE"
"ppt-miR408_st","1.812751","0.3794337","FALSE","1.662283","0.6461406","FALSE","3.329971","0.07252894","FALSE","2.00016","0.278234","FALSE","1.320888","0.8888907","FALSE","6.995657","1.15E-08","TRUE","3.724205","0.003716959","TRUE"
"ppt-miR414_st","2.987722","0.01297308","TRUE","2.443118","0.00263805","TRUE","3.917085","6.66E-06","TRUE","4.181691","6.06E-06","TRUE","1.461402","0.26957","FALSE","7.433864","8.72E-16","TRUE","3.960991","4.22E-06","TRUE"
"ppt-miR419_st","1.835924","0.04897271","TRUE","1.037982","0.4626714","FALSE","1.361608","0.3109549","FALSE","1.26097","0.2726291","FALSE","1.856017","0.06637092","FALSE","1.171598","0.1141802","FALSE","1.044435","0.2686028","FALSE"
"ppt-miR477c_st","1.640465","0.5242018","FALSE","1.367769","0.6765142","FALSE","1.728447","0.1788463","FALSE","1.378256","0.4069348","FALSE","1.88124","0.3579768","FALSE","2.63908","0.006813714","TRUE","1.579165","0.2509256","FALSE"
"ppt-miR477a-5p_st","1.567991","0.6024629","FALSE","1.438573","0.6136493","FALSE","1.620738","0.5536395","FALSE","1.105469","0.5463768","FALSE","1.128127","0.6353351","FALSE","3.059086","0.007434874","TRUE","1.227474","0.9301082","FALSE"
"ppt-miR477a-3p_st","2.151944","0.01725232","TRUE","2.510289","0.002889595","TRUE","1.893185","0.06391095","FALSE","2.512521","0.001865916","TRUE","1.364664","0.1335037","FALSE","1.170088","0.7390845","FALSE","1.843995","0.02673663","TRUE"
"ppt-miR477f_st","1.665723","0.08923472","FALSE","1.176654","0.2516574","FALSE","1.127779","0.2333726","FALSE","1.971784","0.03306594","TRUE","1.116069","0.1384201","FALSE","1.44627","0.3214128","FALSE","1.116668","0.4306634","FALSE"
"ppt-miR477g-5p_st","1.575073","0.4923797","FALSE","1.478575","0.3180659","FALSE","1.169654","0.8792298","FALSE","1.189854","0.7694367","FALSE","1.050612","0.9623691","FALSE","1.130866","0.4658866","FALSE","1.605328","0.3260373","FALSE"
"ppt-miR477g-3p_st","1.758249","0.3902547","FALSE","1.405108","0.6918675","FALSE","1.471753","0.7812015","FALSE","1.127544","0.6789055","FALSE","1.237628","0.7488305","FALSE","1.127094","0.9854659","FALSE","1.149346","0.7581904","FALSE"
"ppt-miR534b_st","1.566547","0.7705331","FALSE","1.058916","0.5923443","FALSE","1.584217","0.3445658","FALSE","1.570424","0.5032858","FALSE","1.680918","0.2116481","FALSE","1.217537","0.6152999","FALSE","1.376439","0.6420479","FALSE"
"ppt-miR893_st","1.598868","0.5858296","FALSE","1.685952","0.719241","FALSE","2.494905","0.1026779","FALSE","1.896051","0.2761017","FALSE","1.615515","0.758844","FALSE","1.670017","0.7252244","FALSE","1.472635","0.5006906","FALSE"
"ppt-miR894_st","3.563885","0.000298259","TRUE","5.482214","2.88E-09","TRUE","5.757375","3.40E-11","TRUE","5.556839","1.68E-09","TRUE","7.194447","6.93E-15","TRUE","5.536","1.43E-08","TRUE","5.613883","2.02E-09","TRUE"
"ppt-miR895_st","1.334943","0.1805388","FALSE","2.019327","0.01815788","TRUE","1.234884","0.3128401","FALSE","1.264749","0.2060734","FALSE","1.380725","0.1718819","FALSE","0.918303","0.6488932","FALSE","1.139564","0.5181603","FALSE"
"ppt-miR896_st","7.326481","1.03E-13","TRUE","7.715803","3.34E-11","TRUE","7.513871","1.07E-10","TRUE","7.614772","1.46E-12","TRUE","8.170457","2.18E-11","TRUE","7.813649","5.08E-11","TRUE","7.56748","1.46E-12","TRUE"
"ppt-miR897_st","1.590805","0.6844141","FALSE","1.506285","0.5902446","FALSE","1.634846","0.5524408","FALSE","1.727912","0.3661171","FALSE","1.62954","0.651089","FALSE","1.488753","0.7017857","FALSE","1.552732","0.8312242","FALSE"
"ppt-miR899_st","1.152439","0.9604319","FALSE","1.237474","0.6015525","FALSE","1.383079","0.5135133","FALSE","1.274824","0.6360625","FALSE","1.497422","0.7932162","FALSE","1.333163","0.6535503","FALSE","1.178261","0.9490902","FALSE"
"ppt-miR900-5p_st","2.496573","0.1996853","FALSE","3.14061","0.000849345","TRUE","3.257366","0.001175405","TRUE","2.421324","0.009145192","TRUE","3.570414","0.007540128","TRUE","2.403269","0.02143792","TRUE","1.837159","0.2067979","FALSE"
"ppt-miR900-3p_st","1.455161","0.0659569","FALSE","1.341474","0.1909673","FALSE","1.328189","0.177274","FALSE","1.176744","0.2334165","FALSE","1.999488","0.03128333","TRUE","1.330676","0.1464151","FALSE","1.362921","0.08822528","FALSE"
"ppt-miR901_st","1.335511","0.7023794","FALSE","2.133749","0.08559918","FALSE","2.227625","0.1595294","FALSE","1.878351","0.1729434","FALSE","1.360615","0.4193195","FALSE","1.321415","0.9578814","FALSE","1.444207","0.3909843","FALSE"
"ppt-miR902a-5p_st","1.183358","0.580687","FALSE","1.043799","0.9792105","FALSE","1.069987","0.8737334","FALSE","1.233002","0.8648439","FALSE","1.216522","0.3605594","FALSE","1.496912","0.3324575","FALSE","1.395393","0.2742932","FALSE"
"ppt-miR902a-3p_st","1.578759","0.3813231","FALSE","1.475224","0.3477711","FALSE","1.725007","0.1042841","FALSE","1.636147","0.3548061","FALSE","1.407117","0.9028194","FALSE","1.554675","0.1383455","FALSE","1.200512","0.5963546","FALSE"
"ppt-miR902b-5p_st","1.454155","0.1657527","FALSE","1.250296","0.09418702","FALSE","1.419862","0.2728041","FALSE","1.426903","0.1596204","FALSE","1.519982","0.2994725","FALSE","1.259836","0.01703685","TRUE","1.242894","0.167686","FALSE"
"ppt-miR902b-3p_st","1.241371","0.8964711","FALSE","1.207025","0.9158705","FALSE","1.263526","0.9734764","FALSE","1.326895","0.9579028","FALSE","1.525361","0.833413","FALSE","1.789521","0.02459859","TRUE","1.166933","0.9078009","FALSE"
"ppt-miR536c_st","1.323606","0.4580318","FALSE","1.310165","0.2245739","FALSE","1.163099","0.8465391","FALSE","1.393614","0.2646291","FALSE","1.726374","0.3977709","FALSE","1.244308","0.5006201","FALSE","1.172854","0.6880795","FALSE"
"ppt-miR171a_st","1.60957","0.1924936","FALSE","1.495883","0.08609994","FALSE","1.364018","0.1666503","FALSE","1.74448","0.03815366","TRUE","2.102165","0.05323862","TRUE","1.857788","0.02415442","TRUE","1.226436","0.04447167","TRUE"
"ppt-miR171b_st","1.873263","0.5536452","FALSE","1.445224","0.5902698","FALSE","1.785979","0.3686737","FALSE","1.518635","0.6988905","FALSE","1.346501","0.846481","FALSE","1.873317","0.330073","FALSE","1.586806","0.4424905","FALSE"
"ppt-miR903_st","3.619004","0.0480748","TRUE","4.876954","0.000393105","TRUE","3.935297","0.01373552","TRUE","4.383968","0.000595347","TRUE","4.019094","0.01255924","TRUE","3.197925","0.4491493","FALSE","3.713544","0.03355363","TRUE"
"ppt-miR536b_st","1.06234","0.7720982","FALSE","1.549097","0.3062184","FALSE","1.354052","0.8615604","FALSE","1.677954","0.3317209","FALSE","1.518941","0.4837558","FALSE","1.568267","0.7251532","FALSE","0.9711805","0.8864875","FALSE"
"ppt-miR904a_st","1.532611","0.52069","FALSE","1.33678","0.7143305","FALSE","1.169622","0.7317901","FALSE","1.391905","0.6075978","FALSE","1.885534","0.2710677","FALSE","1.242628","0.8079481","FALSE","1.187571","0.6922509","FALSE"
"ppt-miR904b_st","1.651908","0.3999033","FALSE","1.281482","0.9123293","FALSE","1.689442","0.3115229","FALSE","1.446264","0.5931574","FALSE","0.9514036","0.9870523","FALSE","1.143405","0.7947311","FALSE","1.669674","0.2718763","FALSE"
"ppt-miR898b_st","1.236276","0.7462587","FALSE","0.9578956","0.9997748","FALSE","1.189079","0.8174384","FALSE","1.191627","0.8437146","FALSE","1.315585","0.7898914","FALSE","1.358766","0.8063404","FALSE","1.304732","0.7415791","FALSE"
"ppt-miR898a_st","1.236276","0.2197623","FALSE","1.254989","0.5621728","FALSE","1.088921","0.4867159","FALSE","1.863715","0.1686287","FALSE","1.014372","0.9612984","FALSE","1.147703","0.853184","FALSE","1.558115","0.2297424","FALSE"
"ppt-miR898a-star_st","1.644629","0.1871692","FALSE","1.610411","0.2278043","FALSE","1.168818","0.8588958","FALSE","1.319542","0.7180612","FALSE","1.230071","0.7653803","FALSE","1.232395","0.9824185","FALSE","1.435645","0.5925348","FALSE"
"ppt-miR156b_st","3.986854","0.000142504","TRUE","3.169099","0.000532627","TRUE","2.782432","0.006094477","TRUE","3.375771","0.000213236","TRUE","1.318278","0.3868653","FALSE","2.970032","0.01208706","TRUE","2.820047","0.00017053","TRUE"
"cre-miR918_st","2.335538","0.1749216","FALSE","1.15305","0.5292285","FALSE","1.672969","0.1584809","FALSE","1.385266","0.487805","FALSE","1.501566","0.1522312","FALSE","1.908879","0.01689555","TRUE","1.008518","0.9419079","FALSE"
"cre-miR905-star_st","1.677101","0.05197339","TRUE","1.140175","0.7053902","FALSE","1.599747","0.4220371","FALSE","1.334013","0.1601558","FALSE","1.552718","0.2500345","FALSE","2.505297","0.1426113","FALSE","1.395537","0.1829706","FALSE"
"cre-miR905_st","4.042543","7.84E-07","TRUE","3.234285","0.000644605","TRUE","4.674402","6.06E-07","TRUE","4.677119","4.23E-07","TRUE","2.008319","0.1211835","FALSE","4.418571","0.000335304","TRUE","4.792969","1.65E-06","TRUE"
"cre-miR906-5p_st","2.033904","0.2242667","FALSE","2.287729","0.3025949","FALSE","2.515196","0.5472846","FALSE","2.515563","0.1463675","FALSE","3.327724","0.1432503","FALSE","2.415311","0.882017","FALSE","2.118868","0.1768283","FALSE"
"cre-miR906-3p_st","2.838332","0.1166538","FALSE","1.76228","0.5610983","FALSE","2.238","0.4557695","FALSE","1.723106","0.4209634","FALSE","3.305932","0.02083421","TRUE","2.574157","0.1265814","FALSE","3.271568","0.009984778","TRUE"
"cre-miR907_st","4.302043","0.000661225","TRUE","5.372141","7.45E-06","TRUE","5.297075","0.00012439","TRUE","5.285821","1.03E-05","TRUE","5.492509","2.89E-05","TRUE","4.419212","0.02067196","TRUE","4.348265","0.00059063","TRUE"
"cre-miR908.1_st","1.80189","0.5206806","FALSE","1.22912","0.7938163","FALSE","2.281162","0.3768342","FALSE","1.037545","0.4920904","FALSE","1.817696","0.7131139","FALSE","2.141772","0.5876694","FALSE","1.301895","0.7368124","FALSE"
"cre-miR908.2_st","1.407788","0.3019097","FALSE","2.398103","0.0171233","TRUE","1.637752","0.5740132","FALSE","2.163183","0.05490861","TRUE","1.215837","0.8180478","FALSE","1.420807","0.8889745","FALSE","1.800616","0.2277238","FALSE"
"cre-miR908.3_st","1.89246","0.2542981","FALSE","1.62808","0.09753789","FALSE","2.55962","0.007452499","TRUE","1.338384","0.09386864","FALSE","1.508422","0.6204142","FALSE","2.133222","0.01910857","TRUE","2.628273","0.007621023","TRUE"
"cre-miR909.2_st","1.976131","0.07459455","FALSE","2.188581","0.04146624","TRUE","2.061277","0.08191621","FALSE","2.04488","0.05486579","TRUE","2.287408","0.1511537","FALSE","1.80224","0.2429525","FALSE","1.837159","0.07192554","FALSE"
"cre-miR909.1_st","1.702014","0.5306034","FALSE","3.044589","0.04928228","TRUE","2.455112","0.2765824","FALSE","2.444777","0.08294573","FALSE","1.297484","0.6161176","FALSE","2.041336","0.9129981","FALSE","1.730565","0.4609694","FALSE"
"cre-miR909.3_st","2.099922","0.2657136","FALSE","1.543984","0.403496","FALSE","1.928886","0.3020043","FALSE","1.197096","0.7880117","FALSE","1.277965","0.6422843","FALSE","1.333807","0.7504482","FALSE","1.380243","0.6524326","FALSE"
"cre-miR910_st","1.754314","0.7830043","FALSE","1.664198","0.9677238","FALSE","3.473988","0.6999038","FALSE","2.833796","0.7043082","FALSE","2.489556","0.920441","FALSE","4.036756","0.1742181","FALSE","2.304112","0.9742751","FALSE"
"cre-miR911_st","1.520668","0.1767053","FALSE","1.954683","0.09579276","FALSE","1.665776","0.1339649","FALSE","1.536096","0.2880787","FALSE","1.357828","0.5972909","FALSE","1.272413","0.5428047","FALSE","1.554343","0.1198008","FALSE"
"cre-miR912_st","1.433142","0.5520519","FALSE","2.494445","0.04532466","TRUE","3.610452","0.001700086","TRUE","2.572592","0.01503974","TRUE","2.083216","0.4144666","FALSE","4.433831","0.000842155","TRUE","1.378484","0.2987635","FALSE"
"cre-miR913_st","1.827277","0.4581767","FALSE","1.568683","0.802687","FALSE","1.517366","0.7802734","FALSE","1.726182","0.5898529","FALSE","1.788812","0.4631551","FALSE","2.114464","0.5342858","FALSE","1.45163","0.9441225","FALSE"
"cre-miR913-star_st","1.70044","0.6111718","FALSE","1.83718","0.7611695","FALSE","1.795246","0.9391473","FALSE","1.68643","0.6975738","FALSE","2.055317","0.6403124","FALSE","1.54983","0.9758285","FALSE","1.781955","0.553625","FALSE"
"cre-miR914_st","2.569641","0.7360779","FALSE","2.18401","0.8648895","FALSE","2.416356","0.9094206","FALSE","2.679176","0.6325572","FALSE","2.454846","0.8089222","FALSE","3.139112","0.9293989","FALSE","1.789735","0.9755927","FALSE"
"cre-miR915_st","1.492652","0.4536195","FALSE","0.8880191","0.9692922","FALSE","1.13341","0.7101441","FALSE","1.43433","0.4766498","FALSE","1.554679","0.8355958","FALSE","0.9798802","0.8511063","FALSE","1.294948","0.6887015","FALSE"
"cre-miR919.2_st","1.906633","0.04377077","TRUE","1.840955","0.2959632","FALSE","2.000429","0.08214597","FALSE","1.909782","0.1264557","FALSE","0.995726","0.7113649","FALSE","2.966395","0.06719525","FALSE","2.072278","0.1276328","FALSE"
"cre-miR919.1_st","1.128445","0.7012436","FALSE","1.798196","0.105298","FALSE","1.471754","0.3064761","FALSE","1.376632","0.2745595","FALSE","1.127974","0.9809565","FALSE","1.409465","0.6146838","FALSE","1.513573","0.7331428","FALSE"
"cre-miR917_st","1.273564","0.8176955","FALSE","1.032197","0.8687857","FALSE","1.014396","0.9995504","FALSE","1.010583","0.9516815","FALSE","1.257719","0.9295201","FALSE","1.023098","0.9965372","FALSE","1.182404","0.9033006","FALSE"
"cre-miR916_st","1.449501","0.6244538","FALSE","1.449336","0.7177187","FALSE","1.998222","0.4839984","FALSE","0.9101956","0.7734498","FALSE","1.47715","0.6215761","FALSE","3.018657","0.05466963","TRUE","1.518667","0.5930802","FALSE"
"hsa-miR-920_st","4.110091","2.13E-07","TRUE","3.390221","0.000111575","TRUE","2.880502","0.001452139","TRUE","3.37302","1.79E-05","TRUE","2.620704","0.007002997","TRUE","2.066608","0.360099","FALSE","3.226798","9.94E-05","TRUE"
"hsa-miR-921_st","1.49755","0.610791","FALSE","1.686259","0.3645193","FALSE","1.854909","0.4105576","FALSE","2.430375","0.1211149","FALSE","2.477757","0.2226757","FALSE","1.986435","0.7930797","FALSE","1.837159","0.5921046","FALSE"
"hsa-miR-922_st","1.733221","0.2485317","FALSE","1.745768","0.5557953","FALSE","1.885643","0.6148494","FALSE","1.833122","0.4342515","FALSE","2.174289","0.2590314","FALSE","1.464165","0.9958989","FALSE","2.028056","0.1661238","FALSE"
"hsa-miR-924_st","1.27336","0.5960737","FALSE","1.086136","0.5771059","FALSE","1.106028","0.4396655","FALSE","1.148662","0.544728","FALSE","1.225796","0.7681046","FALSE","1.376179","0.7315727","FALSE","1.021494","0.8809398","FALSE"
"hsa-miR-509-3-5p_st","1.971477","0.05125563","TRUE","1.399759","0.6966667","FALSE","1.90458","0.182141","FALSE","1.42962","0.2470178","FALSE","1.953746","0.07217629","FALSE","1.690237","0.3922831","FALSE","1.71234","0.03461151","TRUE"
"rrv-miR-rR1-1_st","1.154417","0.9936662","FALSE","1.486078","0.9978526","FALSE","1.471753","0.9994032","FALSE","1.171272","0.9999181","FALSE","1.014389","0.999082","FALSE","2.033668","0.9734685","FALSE","1.360639","0.9992924","FALSE"
"rrv-miR-rR1-1-star_st","2.197975","0.4000117","FALSE","1.905488","0.5130399","FALSE","2.181559","0.3444871","FALSE","2.394651","0.3207734","FALSE","2.816905","0.1604609","FALSE","1.968024","0.7547031","FALSE","2.888258","0.07686519","FALSE"
"rrv-miR-rR1-2_st","2.537876","0.114914","FALSE","1.617128","0.7253948","FALSE","1.905898","0.8265835","FALSE","1.618273","0.752867","FALSE","2.102165","0.2689078","FALSE","2.071437","0.9414428","FALSE","2.0383","0.2145513","FALSE"
"rrv-miR-rR1-3_st","1.757219","0.4358849","FALSE","1.215936","0.928482","FALSE","1.575191","0.6861592","FALSE","1.336103","0.8743123","FALSE","1.699708","0.1584435","FALSE","1.329707","0.8266545","FALSE","1.395393","0.5514562","FALSE"
"rrv-miR-rR1-4_st","8.10451","2.07E-08","TRUE","8.371264","5.31E-07","TRUE","8.464296","4.81E-07","TRUE","8.760616","1.60E-07","TRUE","9.640482","8.49E-08","TRUE","8.788122","1.11E-07","TRUE","8.844057","4.03E-08","TRUE"
"rrv-miR-rR1-4-star_st","1.681741","0.8138354","FALSE","1.898462","0.6620083","FALSE","1.937835","0.8182472","FALSE","1.912163","0.7816018","FALSE","2.189205","0.5902951","FALSE","2.087788","0.9268932","FALSE","1.769857","0.818096","FALSE"
"rrv-miR-rR1-5_st","2.024855","0.7819965","FALSE","2.312276","0.8129746","FALSE","2.613626","0.8730465","FALSE","2.973805","0.5034978","FALSE","2.784998","0.8119873","FALSE","3.167194","0.6852714","FALSE","2.054149","0.9227159","FALSE"
"rrv-miR-rR1-6_st","1.489517","0.8751769","FALSE","1.335041","0.8087749","FALSE","1.066425","0.999186","FALSE","1.207196","0.9053178","FALSE","1.407743","0.8923655","FALSE","0.7972099","0.9999998","FALSE","1.085897","0.9980595","FALSE"
"rrv-miR-rR1-6-star_st","1.659285","0.09369791","FALSE","1.848942","0.1138361","FALSE","2.312605","0.03872145","TRUE","1.601304","0.1761166","FALSE","1.541517","0.2847323","FALSE","2.730816","0.003422561","TRUE","1.802418","0.1548295","FALSE"
"rrv-miR-rR1-7-5p_st","2.273633","0.000361779","TRUE","2.274253","0.02243164","TRUE","2.217373","0.08055484","FALSE","1.775937","0.1313015","FALSE","2.222762","0.0476616","TRUE","1.564436","0.9404875","FALSE","1.632956","0.07838685","FALSE"
"rrv-miR-rR1-7-3p_st","1.565629","0.7480292","FALSE","1.52","0.8521025","FALSE","1.814084","0.6668321","FALSE","1.053315","0.9595773","FALSE","1.200099","0.9051998","FALSE","1.636522","0.8268116","FALSE","1.467093","0.5123936","FALSE"
"cgr-miR-21_st","3.560522","5.19E-06","TRUE","5.01562","3.89E-09","TRUE","3.972609","2.10E-07","TRUE","5.398298","1.05E-13","TRUE","1.357828","0.2156454","FALSE","1.08835","0.4970572","FALSE","4.50823","1.90E-10","TRUE"
"ame-let-7_st","10.71436","8.72E-16","TRUE","11.41728","8.72E-16","TRUE","11.74653","8.72E-16","TRUE","11.33776","8.72E-16","TRUE","9.820263","8.72E-16","TRUE","10.44646","8.72E-16","TRUE","10.93773","8.72E-16","TRUE"
"ame-miR-10_st","2.157465","0.1421662","FALSE","2.328496","0.04282438","TRUE","3.665234","2.84E-06","TRUE","2.572646","0.005024355","TRUE","1.444551","0.458677","FALSE","1.383167","0.6870859","FALSE","1.478094","0.1299069","FALSE"
"ame-miR-100_st","9.394016","8.72E-16","TRUE","9.807843","8.72E-16","TRUE","9.846651","8.72E-16","TRUE","9.731493","8.72E-16","TRUE","10.39029","8.72E-16","TRUE","9.257333","8.72E-16","TRUE","9.769463","8.72E-16","TRUE"
"ame-miR-137_st","1.0661","0.9718167","FALSE","1.041","0.9838944","FALSE","0.867119","0.9972652","FALSE","0.9102551","0.9750659","FALSE","0.8412892","0.9986222","FALSE","0.9605846","0.9433914","FALSE","0.9528793","0.9915893","FALSE"
"ame-miR-13a_st","1.755077","0.4766473","FALSE","0.9736783","0.9337509","FALSE","1.205122","0.8202602","FALSE","1.23437","0.922698","FALSE","1.157769","0.913895","FALSE","1.142987","0.7608225","FALSE","1.457721","0.6160054","FALSE"
"ame-miR-14_st","1.575073","0.4474495","FALSE","1.290442","0.6096089","FALSE","1.317271","0.352293","FALSE","1.317986","0.3014931","FALSE","1.294168","0.9018502","FALSE","3.843742","6.57E-10","TRUE","1.355822","0.6706081","FALSE"
"ame-miR-275_st","1.142527","0.7828841","FALSE","1.330014","0.8964776","FALSE","1.461134","0.9785329","FALSE","1.207826","0.9968898","FALSE","1.506649","0.8647127","FALSE","1.137606","0.9999695","FALSE","1.101629","0.8738302","FALSE"
"ame-miR-279_st","1.764393","0.4388181","FALSE","1.757635","0.3882509","FALSE","1.767863","0.1958837","FALSE","2.432458","0.07002921","FALSE","1.605997","0.693678","FALSE","1.737666","0.04665116","TRUE","1.770077","0.2047207","FALSE"
"ame-miR-283_st","1.307026","0.8496187","FALSE","1.296143","0.8111068","FALSE","1.033012","0.9696056","FALSE","1.194164","0.8270758","FALSE","1.116069","0.9875579","FALSE","0.8637993","0.931025","FALSE","1.148665","0.5300355","FALSE"
"ame-miR-29b_st","1.405817","0.7310919","FALSE","1.402599","0.4655503","FALSE","1.409147","0.4014063","FALSE","1.024382","0.9387894","FALSE","1.721966","0.3072726","FALSE","1.262613","0.6870214","FALSE","1.176766","0.9770357","FALSE"
"ame-miR-31a_st","2.196632","0.1082801","FALSE","2.274253","0.2374455","FALSE","2.008106","0.3192361","FALSE","1.96406","0.08332738","FALSE","2.097844","0.2180164","FALSE","1.555837","0.9515609","FALSE","3.296263","0.009239494","TRUE"
"ame-miR-33_st","1.13776","0.959649","FALSE","1.151027","0.6643074","FALSE","1.100344","0.7704561","FALSE","1.294583","0.368258","FALSE","1.132228","0.8628635","FALSE","1.336575","0.7334415","FALSE","1.457091","0.4136246","FALSE"
"ame-miR-34_st","1.586692","0.4083644","FALSE","2.14903","0.02518191","TRUE","2.247577","0.08503545","FALSE","1.750645","0.1426","FALSE","1.312206","0.3395113","FALSE","1.472923","0.6813952","FALSE","1.913353","0.09442595","FALSE"
"ame-miR-375_st","1.285774","0.8823285","FALSE","0.9859651","0.9903968","FALSE","1.094278","0.9964802","FALSE","1.261866","0.940568","FALSE","1.195951","0.9623351","FALSE","1.040466","0.9549873","FALSE","1.295865","0.6580905","FALSE"
"ame-miR-71_st","1.158242","0.8730909","FALSE","1.456541","0.4648088","FALSE","1.186992","0.7965863","FALSE","1.789709","0.1524957","FALSE","1.230071","0.6534629","FALSE","1.204911","0.6233656","FALSE","1.286043","0.6574267","FALSE"
"ame-miR-79_st","1.296155","0.7623331","FALSE","1.349201","0.8104112","FALSE","0.9581316","0.996132","FALSE","1.423388","0.7734807","FALSE","1.01439","0.9703887","FALSE","1.101836","0.8750014","FALSE","1.003232","0.9118875","FALSE"
"ame-miR-87_st","1.449148","0.5170509","FALSE","1.319753","0.2857534","FALSE","1.518066","0.2007519","FALSE","1.275268","0.4420745","FALSE","1.774139","0.3049813","FALSE","1.147703","0.6434882","FALSE","1.116668","0.6854833","FALSE"
"ame-miR-92a_st","10.44153","8.72E-16","TRUE","10.21127","8.72E-16","TRUE","10.3074","8.72E-16","TRUE","9.974951","8.72E-16","TRUE","9.997966","8.72E-16","TRUE","10.20838","8.72E-16","TRUE","10.09157","8.72E-16","TRUE"
"ame-miR-927_st","1.342022","0.6885263","FALSE","1.148364","0.7863184","FALSE","0.9212704","0.9530271","FALSE","1.38085","0.5503258","FALSE","1.270386","0.9132138","FALSE","4.216436","8.41E-10","TRUE","1.367757","0.6151623","FALSE"
"ame-miR-928_st","2.56032","0.0551254","TRUE","2.497666","0.026777","TRUE","2.750248","0.2496763","FALSE","3.126247","0.003648311","TRUE","3.087466","0.02595653","TRUE","2.054648","0.8700679","FALSE","3.116042","0.01296071","TRUE"
"ame-miR-190_st","1.468752","0.6268542","FALSE","1.624182","0.3629111","FALSE","1.43423","0.4326389","FALSE","1.42957","0.6688557","FALSE","1.287545","0.7744543","FALSE","1.343788","0.6063946","FALSE","1.225086","0.7275437","FALSE"
"ame-miR-929_st","1.18296","0.9202135","FALSE","1.426738","0.4294868","FALSE","1.161403","0.9543472","FALSE","1.175048","0.767064","FALSE","1.490623","0.7836409","FALSE","1.409465","0.754334","FALSE","1.428989","0.4634172","FALSE"
"ame-miR-932_st","1.449501","0.3779145","FALSE","1.234485","0.5858443","FALSE","1.014396","0.9723492","FALSE","1.125089","0.9320621","FALSE","1.23622","0.8986962","FALSE","1.092181","0.982775","FALSE","1.018052","0.9819454","FALSE"
"hsa-miR-933_st","3.879452","0.04361526","TRUE","3.747097","0.06246123","FALSE","4.392806","0.02597276","TRUE","4.062376","0.01502101","TRUE","5.31253","0.003159104","TRUE","4.011671","0.1917018","FALSE","5.141785","0.000254401","TRUE"
"hsa-miR-934_st","3.056198","0.000929315","TRUE","2.733552","0.004365099","TRUE","2.527461","0.03260074","TRUE","2.074201","0.01112757","TRUE","2.313519","0.02193368","TRUE","1.988213","0.2516371","FALSE","2.822495","0.00305404","TRUE"
"hsa-miR-935_st","6.404061","9.24E-08","TRUE","5.975772","4.31E-06","TRUE","5.735149","1.76E-05","TRUE","6.080143","2.11E-06","TRUE","7.021777","6.30E-06","TRUE","6.9329","8.90E-08","TRUE","6.089468","8.26E-07","TRUE"
"hsa-miR-936_st","3.555973","7.74E-05","TRUE","2.648336","0.01081914","TRUE","2.552723","0.1037137","FALSE","3.080751","0.001521415","TRUE","2.603753","0.01341653","TRUE","1.87738","0.696909","FALSE","2.459089","0.01977457","TRUE"
"hsa-miR-937_st","5.332655","0.000130511","TRUE","5.972606","1.18E-06","TRUE","5.480925","2.62E-05","TRUE","5.127606","8.70E-06","TRUE","4.597079","0.01321048","TRUE","7.312063","6.54E-11","TRUE","5.137197","1.65E-05","TRUE"
"hsa-miR-938_st","0.9301848","0.9791062","FALSE","1.239091","0.9692832","FALSE","1.001062","0.9788755","FALSE","1.32281","0.7206045","FALSE","1.506649","0.8312422","FALSE","0.9238936","0.994401","FALSE","0.9931938","0.6400096","FALSE"
"hsa-miR-939_st","4.409998","0.02291035","TRUE","5.013823","0.005348789","TRUE","4.717159","0.01458904","TRUE","5.454229","0.00233106","TRUE","5.594468","0.02465293","TRUE","3.361587","0.608852","FALSE","5.641635","0.002544921","TRUE"
"hsa-miR-940_st","3.716549","0.1558208","FALSE","4.577817","0.03555825","TRUE","3.431543","0.5081288","FALSE","4.193172","0.2112055","FALSE","4.568745","0.05329108","TRUE","4.822659","0.08365585","FALSE","5.407856","0.01333139","TRUE"
"hsa-miR-941_st","1.732922","0.912981","FALSE","1.362495","0.9978101","FALSE","1.963275","0.9785328","FALSE","1.396375","0.9637604","FALSE","1.148551","0.9775929","FALSE","1.505404","0.9986403","FALSE","1.094837","0.9961105","FALSE"
"hsa-miR-942_st","1.163599","0.98082","FALSE","1.273956","0.5463393","FALSE","0.9725891","0.9744996","FALSE","1.176744","0.8150299","FALSE","1.285966","0.6469128","FALSE","1.278111","0.9003605","FALSE","0.9150549","0.9238781","FALSE"
